dataset,episode_id,label,kind,n_withheld,T,verifier_flagged,n_ungrounded
organic_demo7b_ext,organic-demo-045,arithmetic_error,,0,12,False,0
organic_demo7b_ext,organic-demo-046,other,,0,9,False,0
organic_demo7b_ext,organic-demo-047,arithmetic_error,,0,11,False,0
organic_demo7b_ext,organic-demo-048,arithmetic_error,,0,12,True,1
organic_demo7b_ext,organic-demo-049,incomplete,,0,12,False,0
organic_demo7b_ext,organic-demo-050,healthy,,0,12,False,0
organic_demo7b_ext,organic-demo-051,incomplete,,0,9,False,0
organic_demo7b_ext,organic-demo-052,hallucinated,ungrounded_input,0,12,False,0
organic_demo7b_ext,organic-demo-053,healthy,,0,12,False,0
organic_demo7b_ext,organic-demo-054,other,,0,10,False,0
organic_demo7b_ext,organic-demo-055,healthy,,0,13,False,0
organic_demo7b_ext,organic-demo-056,arithmetic_error,,0,12,False,0
organic_demo7b_ext,organic-demo-057,hallucinated,ungrounded_input,0,10,False,0
organic_demo7b_ext,organic-demo-058,other,,0,7,False,0
organic_demo7b_ext,organic-demo-059,healthy,,0,13,False,0
organic_demo7b_ext,organic-demo-060,healthy,,0,12,False,0
organic_demo7b_ext,organic-demo-061,healthy,,0,12,False,0
organic_demo7b_ext,organic-demo-062,arithmetic_error,,0,11,False,0
organic_demo7b_ext,organic-demo-063,healthy,,0,12,False,0
organic_demo7b_ext,organic-demo-064,incomplete,,0,9,False,0
organic_demo7b_ext,organic-demo-065,other,,0,7,False,0
organic_demo7b_ext,organic-demo-066,other,,0,9,False,0
organic_demo7b_ext,organic-demo-067,healthy,,0,12,False,0
organic_demo7b_ext,organic-demo-068,hallucinated,nonderivable_total,0,12,True,1
organic_demo7b_ext,organic-demo-069,healthy,,0,12,False,0
organic_demo7b_ext,organic-demo-070,healthy,,0,12,False,0
organic_demo7b_ext,organic-demo-071,arithmetic_error,,0,13,False,0
organic_demo7b_ext,organic-demo-072,incomplete,,0,9,False,0
organic_demo7b_ext,organic-demo-073,arithmetic_error,,0,12,True,1
organic_demo7b_ext,organic-demo-074,hallucinated,nonderivable_total,0,11,True,1
organic_demo7b_ext,organic-demo-075,arithmetic_error,,0,12,False,0
organic_demo7b_ext,organic-demo-076,other,,0,6,False,0
organic_demo7b_ext,organic-demo-077,healthy,,0,12,False,0
organic_demo7b_ext,organic-demo-078,other,,0,4,False,0
organic_demo7b_ext,organic-demo-079,arithmetic_error,,0,11,True,1
organic_demo7b_ext,organic-demo-080,healthy,,0,12,False,0
organic_demo7b_ext,organic-demo-081,incomplete,,0,12,False,0
organic_demo7b_ext,organic-demo-082,hallucinated,nonderivable_total,0,10,False,0
organic_demo7b_ext,organic-demo-083,other,,0,10,False,0
organic_demo7b_ext,organic-demo-084,arithmetic_error,,0,12,True,1
organic_demo7b_ext,organic-demo-085,arithmetic_error,,0,9,False,0
organic_demo7b_ext,organic-demo-086,other,,0,6,False,0
organic_demo7b_ext,organic-demo-087,arithmetic_error,,0,12,False,0
organic_demo7b_ext,organic-demo-088,arithmetic_error,,0,11,False,0
organic_demo7b_ext,organic-demo-089,arithmetic_error,,0,12,False,0
organic_demo7b_ext,organic-demo-090,arithmetic_error,,0,12,False,0
organic_demo7b_ext,organic-demo-091,arithmetic_error,,0,9,False,0
organic_demo7b_ext,organic-demo-092,arithmetic_error,,0,11,False,0
organic_demo7b_ext,organic-demo-093,incomplete,,0,9,False,0
organic_demo7b_ext,organic-demo-094,arithmetic_error,,0,12,True,1
organic_demo7b_ext,organic-demo-095,incomplete,,0,9,False,0
organic_demo7b_ext,organic-demo-096,arithmetic_error,,0,12,False,0
organic_demo7b_ext,organic-demo-097,healthy,,0,12,False,0
organic_demo7b_ext,organic-demo-098,incomplete,,0,9,False,0
organic_demo7b_ext,organic-demo-099,incomplete,,0,9,False,0
organic_demo7b_ext,organic-demo-100,healthy,,0,12,False,0
organic_demo7b_ext,organic-demo-101,healthy,,0,12,False,0
organic_demo7b_ext,organic-demo-102,other,,0,5,False,0
organic_demo7b_ext,organic-demo-103,healthy,,0,12,False,0
organic_demo7b_ext,organic-demo-104,other,,0,4,False,0
organic_demo7b_ext,organic-demo-105,arithmetic_error,,0,11,False,0
organic_demo7b_ext,organic-demo-106,healthy,,0,12,False,0
organic_demo7b_ext,organic-demo-107,arithmetic_error,,0,12,False,0
organic_demo7b_ext,organic-demo-108,arithmetic_error,,0,11,False,0
organic_demo7b_ext,organic-demo-109,healthy,,0,12,False,0
organic_demo7b_ext,organic-demo-110,arithmetic_error,,0,8,False,0
organic_demo7b_ext,organic-demo-111,other,,0,7,False,0
organic_demo7b_ext,organic-demo-112,arithmetic_error,,0,12,False,0
organic_demo7b_ext,organic-demo-113,healthy,,0,12,False,0
organic_demo7b_ext,organic-demo-114,incomplete,,0,9,False,0
organic_demo7b_ext,organic-demo-115,arithmetic_error,,0,12,False,0
organic_demo7b_ext,organic-demo-116,incomplete,,0,9,False,0
organic_demo7b_ext,organic-demo-117,other,,0,7,False,0
organic_demo7b_ext,organic-demo-118,incomplete,,0,9,False,0
organic_demo7b_ext,organic-demo-119,incomplete,,0,9,False,0
